id,proveedor,pais,tipo,codigo,nombre,tema,categoria_bricklink,cantidad,precio_eur_compra,costo_clp,precio_cliente_num,precio,imagen,plazo_entrega,origen
brickshop_holland_10993-1,brickshop_holland,NL,set_nuevo,10993-1,3in1 Tree House,DUPLO,DUPLO,2,82.6363,92553,129574,$129.574,https://img.bricklink.com/ItemImage/ST/0/10993-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_10446-1,brickshop_holland,NL,set_nuevo,10446-1,3in1 Wild Animal Families,DUPLO,DUPLO,2,56.1901,62933,88106,$88.106,https://img.bricklink.com/ItemImage/ST/0/10446-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_75345-1,brickshop_holland,NL,set_nuevo,75345-1,501st Clone Troopers Battle Pack,Star Wars,Star Wars,20,20.6529,23131,32384,$32.384,https://img.bricklink.com/ItemImage/ST/0/75345-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_42114-1,brickshop_holland,NL,set_nuevo,42114-1,6x6 Volvo Articulated Hauler,Technic,Technic,5,330.5701,370239,518334,$518.334,https://img.bricklink.com/ItemImage/ST/0/42114-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_130680-1,brickshop_holland,NL,set_nuevo,130680-1,AAT - Mini polybag,Star Wars,Star Wars,72,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/130680-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_77055-1,brickshop_holland,NL,set_nuevo,77055-1,Able Sisters Clothing Shop,Animal Crossing,Animal Crossing,20,28.0909,31462,44047,$44.047,https://img.bricklink.com/ItemImage/ST/0/77055-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_45517-3,brickshop_holland,NL,set_nuevo,45517-3,"AC Adapter, 220V - 10V Transformer (for use with 8878, 9693, and 45501) - BS 1363 Plug",MINDSTORMS,MINDSTORMS,30,23.1322,25908,36271,$36.271,https://img.bricklink.com/ItemImage/ST/0/45517-3.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_275404-1,brickshop_holland,NL,set_nuevo,275404-1,Acclamator-Class Assault Ship,Star Wars,Star Wars,30,34.7025,38867,54414,$54.414,https://img.bricklink.com/ItemImage/ST/0/275404-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_31137-1,brickshop_holland,NL,set_nuevo,31137-1,Adorable Dogs,Creator,Creator,9,21.4793,24057,33680,$33.680,https://img.bricklink.com/ItemImage/ST/0/31137-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76404-13,brickshop_holland,NL,set_nuevo,76404-13,"Advent Calendar 2022, Harry Potter (Day 12) - Lord Voldemort",Harry Potter,Harry Potter,2,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/76404-13.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76404-16,brickshop_holland,NL,set_nuevo,76404-16,"Advent Calendar 2022, Harry Potter (Day 15) - Nymphadora Tonks",Harry Potter,Harry Potter,23,3.2975,3693,5170,$5.170,https://img.bricklink.com/ItemImage/ST/0/76404-16.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76231-2,brickshop_holland,NL,set_nuevo,76231-2,"Advent Calendar 2022, Super Heroes, Guardians of the Galaxy (Day 1) - Star-Lord with Jet Boots and Blasters",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesGuardians of the Galaxy,158,3.2975,3693,5170,$5.170,https://img.bricklink.com/ItemImage/ST/0/76231-2.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76231-10,brickshop_holland,NL,set_nuevo,76231-10,"Advent Calendar 2022, Super Heroes, Guardians of the Galaxy (Day 9) - Nebula in Holiday Sweater with Present / Gift",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesGuardians of the Galaxy,310,3.2975,3693,5170,$5.170,https://img.bricklink.com/ItemImage/ST/0/76231-10.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76231-25,brickshop_holland,NL,set_nuevo,76231-25,"Advent Calendar 2022, Super Heroes, Guardians of the Galaxy (Day 24) - Drax in Holiday Sweater with Silverware and Infinity Stones",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesGuardians of the Galaxy,227,3.2975,3693,5170,$5.170,https://img.bricklink.com/ItemImage/ST/0/76231-25.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76418-2,brickshop_holland,NL,set_nuevo,76418-2,"Advent Calendar 2023, Harry Potter (Day 1) - Harry Potter",Harry Potter,Harry Potter,258,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/76418-2.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76418-6,brickshop_holland,NL,set_nuevo,76418-6,"Advent Calendar 2023, Harry Potter (Day 5) - Ron Weasley",Harry Potter,Harry Potter,268,3.2975,3693,5170,$5.170,https://img.bricklink.com/ItemImage/ST/0/76418-6.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76418-10,brickshop_holland,NL,set_nuevo,76418-10,"Advent Calendar 2023, Harry Potter (Day 9) - Hermione Granger",Harry Potter,Harry Potter,262,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/76418-10.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76418-14,brickshop_holland,NL,set_nuevo,76418-14,"Advent Calendar 2023, Harry Potter (Day 13) - Aberforth Dumbledore with Goblet",Harry Potter,Harry Potter,228,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/76418-14.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76418-18,brickshop_holland,NL,set_nuevo,76418-18,"Advent Calendar 2023, Harry Potter (Day 17) - Madam Rosmerta with Goblet",Harry Potter,Harry Potter,267,3.2975,3693,5170,$5.170,https://img.bricklink.com/ItemImage/ST/0/76418-18.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76418-22,brickshop_holland,NL,set_nuevo,76418-22,"Advent Calendar 2023, Harry Potter (Day 21) - Draco Malfoy",Harry Potter,Harry Potter,265,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/76418-22.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76267-2,brickshop_holland,NL,set_nuevo,76267-2,"Advent Calendar 2023, Super Heroes, Avengers (Day 1) - Iron Man with Energy Effects",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesAvengers,325,4.9504,5544,7762,$7.762,https://img.bricklink.com/ItemImage/ST/0/76267-2.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76267-4,brickshop_holland,NL,set_nuevo,76267-4,"Advent Calendar 2023, Super Heroes, Avengers (Day 3) - Spider-Man in Holiday Sweater with Web Shooters",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesAvengers,103,4.9504,5544,7762,$7.762,https://img.bricklink.com/ItemImage/ST/0/76267-4.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76267-5,brickshop_holland,NL,set_nuevo,76267-5,"Advent Calendar 2023, Super Heroes, Avengers (Day 4) - Spider-Man Web Effects",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesAvengers,372,1.6446,1842,2579,$2.579,https://img.bricklink.com/ItemImage/ST/0/76267-5.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76267-8,brickshop_holland,NL,set_nuevo,76267-8,"Advent Calendar 2023, Super Heroes, Avengers (Day 7) - Black Widow in Holiday Sweater with Icicle Batons",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesAvengers,316,4.9504,5544,7762,$7.762,https://img.bricklink.com/ItemImage/ST/0/76267-8.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76267-10,brickshop_holland,NL,set_nuevo,76267-10,"Advent Calendar 2023, Super Heroes, Avengers (Day 9) - Captain America with Shield",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesAvengers,246,4.9504,5544,7762,$7.762,https://img.bricklink.com/ItemImage/ST/0/76267-10.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76267-14,brickshop_holland,NL,set_nuevo,76267-14,"Advent Calendar 2023, Super Heroes, Avengers (Day 13) - Okoye with Spear",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesAvengers,347,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/76267-14.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76267-19,brickshop_holland,NL,set_nuevo,76267-19,"Advent Calendar 2023, Super Heroes, Avengers (Day 18) - Doctor Strange Casting Spell",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesAvengers,303,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/76267-19.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76267-23,brickshop_holland,NL,set_nuevo,76267-23,"Advent Calendar 2023, Super Heroes, Avengers (Day 22) - Wong with Tesseract",Marvel,Holiday & EventAdvent Sub-SetSuper HeroesAvengers,389,4.124,4619,6466,$6.466,https://img.bricklink.com/ItemImage/ST/0/76267-23.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_43273-1,brickshop_holland,NL,set_nuevo,43273-1,"Advent Calendar 2025, Disney Frozen",Disney,Disney,21,28.9173,32387,45342,$45.342,https://img.bricklink.com/ItemImage/ST/0/43273-1.t1.png,35 a 40 días hábiles,Importación Europa
brickshop_holland_76456-1,brickshop_holland,NL,set_nuevo,76456-1,"Advent Calendar 2025, Harry Potter",Harry Potter,Harry Potter,98,28.9173,32387,45342,$45.342,https://img.bricklink.com/ItemImage/ST/0/76456-1.t1.png,35 a 40 días hábiles,Importación Europa
